ClaimCaseKey,PolicyKey,OrgKey,PlanKey,AgentKey,ClaimBookedDate,ClaimPaidDate,ClaimPaymentDueDate,ClaimIntimationDate,PaymentType,ClaimType,DeathClaimType,ClaimStatus,ClaimAmountPaid,ClaimAmountPayable,PaidFinYear,IsBooked,IsPayable,IsPaid,IsPaidOnOrBeforeDueDate,IsRepudiated,IsRejected,IsCancelled,IsIntimationCancelled,OutstandingDaysAsOf,OutstandingBucket,IsOutstandingAsOf,ReinvestmentConsentFlag,ReinvestmentAmount,ClaimBookedDateKey,ClaimPaidDateKey,ClaimPaymentDueDateKey,ClaimIntimationDateKey
594,1249,35,10,80,2025-11-30,,2026-02-07,2025-11-22,EDC,Death,Non-Early,Pending,0.0,1986199.12,,1,1,0,0,0,0,0,0,48,>1 Month,1,0,0.0,20251130,,20260207,20251122
595,1824,5,9,74,2026-01-08,,2026-04-04,2025-12-29,EDC,Death,Non-Early,Pending,0.0,834824.75,,1,1,0,0,0,0,0,0,-8,<1 Month,1,0,0.0,20260108,,20260404,20251229
596,1278,13,8,65,2026-02-26,,2026-04-14,2026-02-02,NEDC,Death,Non-Early,Pending,0.0,1580030.04,,1,1,0,0,0,0,0,0,-18,<1 Month,1,0,0.0,20260226,,20260414,20260202
597,1825,20,7,80,2025-12-30,,2026-02-14,2025-12-11,SB,SB,,Pending,0.0,57839.98,,1,1,0,0,0,0,0,0,41,>1 Month,1,0,0.0,20251230,,20260214,20251211
598,138,18,1,24,2025-12-01,,2026-01-06,2025-11-10,Maturity,Maturity,,Pending,0.0,136787.6,,1,1,0,0,0,0,0,0,80,>1 Month,1,1,103222.33,20251201,,20260106,20251110
599,566,14,12,2,2026-01-18,2026-03-13,2026-03-08,2026-01-12,Maturity,Maturity,,Paid,515078.55,508312.35,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260118,20260313.0,20260308,20260112
600,1593,30,11,52,2025-12-02,,2026-02-19,2025-11-09,EDC,Death,Early,Pending,0.0,646206.47,,1,1,0,0,0,0,0,0,36,>1 Month,1,0,0.0,20251202,,20260219,20251109
601,671,34,7,46,2025-10-03,2025-10-14,2025-11-09,2025-09-20,Maturity,Maturity,,Paid,555785.67,563385.65,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251003,20251014.0,20251109,20250920
602,1151,14,3,57,2025-10-16,2025-10-25,2026-01-18,2025-10-12,NEDC,Death,Non-Early,Paid,359393.54,352994.39,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251016,20251025.0,20260118,20251012
603,644,35,5,19,2025-10-24,2025-11-14,2025-11-12,2025-10-06,Maturity,Maturity,,Paid,283670.86,285218.08,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251024,20251114.0,20251112,20251006
604,1688,12,7,41,2026-03-15,2026-04-03,2026-03-31,2026-02-27,SB,SB,,Paid,96126.81,95011.03,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260315,20260403.0,20260331,20260227
605,1892,42,8,49,2025-10-30,2025-11-18,2025-12-06,2025-10-16,Maturity,Maturity,,Paid,229417.24,229219.87,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251030,20251118.0,20251206,20251016
606,1503,42,2,27,2026-01-12,2026-03-01,2026-03-20,2025-12-22,EDC,Death,Non-Early,Paid,1769398.23,1714593.48,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260112,20260301.0,20260320,20251222
607,771,18,10,16,2026-03-20,,2026-04-27,2026-02-25,Maturity,Maturity,,Pending,0.0,180995.13,,1,1,0,0,0,0,0,0,-31,<1 Month,1,1,169426.8,20260320,,20260427,20260225
608,23,8,10,28,2026-01-15,2026-03-18,2026-03-06,2025-12-25,EDC,Death,Early,Paid,1752833.77,1691145.44,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260115,20260318.0,20260306,20251225
609,60,28,12,42,2026-02-18,,2026-03-26,2026-01-28,Maturity,Maturity,,Pending,0.0,192333.7,,1,1,0,0,0,0,0,0,1,<1 Month,1,0,0.0,20260218,,20260326,20260128
610,162,6,10,77,2025-10-17,,2025-11-03,2025-10-08,Maturity,Maturity,,Pending,0.0,92538.36,,1,1,0,0,0,0,0,0,144,>1 Month,1,0,0.0,20251017,,20251103,20251008
611,303,4,3,65,2026-03-06,2026-03-25,2026-05-01,2026-03-05,IPP,Maturity,,Paid,343120.37,342572.11,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260306,20260325.0,20260501,20260305
612,1217,38,4,26,2025-12-09,2025-12-25,2026-02-01,2025-11-26,IPP,Maturity,,Paid,327578.61,325398.09,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251209,20251225.0,20260201,20251126
613,561,26,1,30,2025-10-03,,2025-10-31,2025-09-15,Maturity,Maturity,,Pending,0.0,136378.46,,1,1,0,0,0,0,0,0,147,>1 Month,1,1,71809.6,20251003,,20251031,20250915
614,929,14,11,23,2025-10-20,,2026-02-02,2025-10-09,EDC,Death,Non-Early,Repudiated,0.0,505422.6,,1,1,0,0,1,0,0,0,0,,0,0,0.0,20251020,,20260202,20251009
615,254,41,12,80,2025-12-24,2026-01-08,2026-03-12,2025-12-15,NEDC,Death,Non-Early,Paid,1003590.1,991129.37,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251224,20260108.0,20260312,20251215
616,646,1,10,77,2025-12-31,2026-01-03,2026-02-19,2025-12-19,SB,SB,,Paid,109825.73,106570.53,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251231,20260103.0,20260219,20251219
617,53,36,2,21,2026-01-15,2026-03-04,2026-02-10,2026-01-06,IPP,Maturity,,Paid,784868.32,780779.28,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260115,20260304.0,20260210,20260106
618,669,17,10,70,2025-10-20,,2025-11-13,2025-10-10,Maturity,Maturity,,Pending,0.0,209666.54,,1,1,0,0,0,0,0,0,134,>1 Month,1,1,175450.84,20251020,,20251113,20251010
619,1319,22,5,9,2025-12-05,,2026-03-16,2025-11-19,EDC,Death,Early,Pending,0.0,719193.27,,1,1,0,0,0,0,0,0,11,<1 Month,1,0,0.0,20251205,,20260316,20251119
620,1462,21,1,47,2026-03-29,2026-06-06,2026-05-18,2026-03-18,EDC,Death,Early,Paid,189857.01,185333.68,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260329,20260606.0,20260518,20260318
621,210,2,3,78,2026-03-20,2026-04-27,2026-04-17,2026-03-02,Maturity,Maturity,,Paid,332739.9,329847.07,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260320,20260427.0,20260417,20260302
622,738,11,11,44,2026-02-07,2026-02-14,2026-03-20,2026-01-23,SB,SB,,Paid,44548.58,45076.14,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260207,20260214.0,20260320,20260123
623,846,1,5,53,2026-03-15,2026-04-25,2026-04-02,2026-03-08,Maturity,Maturity,,Paid,47195.98,47655.66,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260315,20260425.0,20260402,20260308
624,821,31,1,43,2026-02-13,2026-03-28,2026-04-13,2026-02-10,IPP,Maturity,,Paid,298331.19,296290.67,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260213,20260328.0,20260413,20260210
625,811,26,3,17,2025-12-20,,2026-01-24,2025-12-02,Maturity,Maturity,,Pending,0.0,335916.51,,1,1,0,0,0,0,0,0,62,>1 Month,1,0,0.0,20251220,,20260124,20251202
626,919,21,9,13,2026-03-18,2026-04-22,2026-06-20,2026-02-25,NEDC,Death,Early,Paid,390806.7,384849.53,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260318,20260422.0,20260620,20260225
627,1321,22,1,43,2025-10-18,2025-10-26,2025-11-09,2025-10-03,Maturity,Maturity,,Paid,432532.83,429111.08,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251018,20251026.0,20251109,20251003
628,1727,15,1,2,2025-12-24,2026-01-19,2026-02-16,2025-12-04,IPP,Maturity,,Paid,429868.84,419602.68,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251224,20260119.0,20260216,20251204
629,449,20,2,27,2025-12-04,,2026-01-19,2025-11-21,SB,SB,,Cancelled,0.0,47203.54,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20251204,,20260119,20251121
630,1955,9,3,68,2026-01-05,2026-01-16,2026-01-30,2025-12-18,SB,SB,,Paid,57074.91,58600.85,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260105,20260116.0,20260130,20251218
631,662,19,3,60,2025-12-09,2025-12-13,2026-01-27,2025-11-18,IPP,Maturity,,Paid,173166.1,167288.04,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251209,20251213.0,20260127,20251118
632,1568,25,2,14,2025-12-09,,2026-02-16,2025-11-22,EDC,Death,Non-Early,Pending,0.0,312922.87,,1,1,0,0,0,0,0,0,39,>1 Month,1,0,0.0,20251209,,20260216,20251122
633,83,40,12,51,2025-12-29,2026-02-17,2026-03-30,2025-12-11,EDC,Death,Early,Paid,564127.93,556079.34,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251229,20260217.0,20260330,20251211
634,1007,9,8,25,2026-03-01,2026-03-28,2026-04-05,2026-02-20,EDC,Death,Non-Early,Paid,197228.12,202209.8,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260301,20260328.0,20260405,20260220
635,1698,24,4,51,2025-11-21,2025-12-30,2026-01-30,2025-11-13,EDC,Death,Early,Paid,663596.01,664424.2,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251121,20251230.0,20260130,20251113
636,1875,8,9,7,2026-02-04,2026-02-23,2026-03-04,2026-01-24,Maturity,Maturity,,Paid,461533.41,464200.07,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260204,20260223.0,20260304,20260124
637,545,36,3,38,2026-01-26,2026-02-24,2026-03-16,2026-01-20,IPP,Maturity,,Paid,267543.29,257634.31,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260126,20260224.0,20260316,20260120
638,413,22,2,55,2026-01-31,2026-03-16,2026-03-19,2026-01-12,SB,SB,,Paid,184486.5,177960.81,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260131,20260316.0,20260319,20260112
639,401,29,2,12,2025-12-08,2026-01-04,2026-03-19,2025-11-16,NEDC,Death,Non-Early,Paid,512988.56,521483.86,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251208,20260104.0,20260319,20251116
640,585,34,9,80,2025-11-20,2025-12-05,2026-01-06,2025-10-30,Maturity,Maturity,,Paid,169059.56,168807.25,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251120,20251205.0,20260106,20251030
641,1982,13,11,79,2025-12-21,2026-01-05,2026-02-07,2025-12-14,Maturity,Maturity,,Paid,128934.17,127193.52,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251221,20260105.0,20260207,20251214
642,831,33,5,8,2026-01-03,2026-02-23,2026-02-19,2025-12-30,EDC,Death,Early,Paid,222939.29,225925.88,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260103,20260223.0,20260219,20251230
643,219,24,9,29,2026-02-07,,2026-03-05,2026-02-07,SB,SB,,Pending,0.0,58082.38,,1,1,0,0,0,0,0,0,22,<1 Month,1,0,0.0,20260207,,20260305,20260207
644,410,11,1,51,2025-12-09,,2026-02-04,2025-11-16,SB,SB,,Pending,0.0,212228.28,,1,1,0,0,0,0,0,0,51,>1 Month,1,0,0.0,20251209,,20260204,20251116
645,612,35,5,55,2026-02-28,,2026-04-12,2026-02-16,SB,SB,,Pending,0.0,53695.64,,1,1,0,0,0,0,0,0,-16,<1 Month,1,0,0.0,20260228,,20260412,20260216
646,1816,41,11,13,2026-03-14,2026-03-14,2026-04-17,2026-03-06,Maturity,Maturity,,Paid,143165.59,139975.6,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260314,20260314.0,20260417,20260306
647,950,41,3,27,2026-01-22,2026-03-31,2026-03-04,2026-01-19,EDC,Death,Non-Early,Paid,110784.0,110676.27,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260122,20260331.0,20260304,20260119
648,49,16,2,72,2026-03-29,,2026-07-10,2026-03-20,EDC,Death,Early,Rejected,0.0,1067574.01,,1,1,0,0,0,1,0,0,0,,0,0,0.0,20260329,,20260710,20260320
649,423,34,1,47,2026-03-09,,2026-04-28,2026-03-07,IPP,Maturity,,Pending,0.0,995261.22,,1,1,0,0,0,0,0,0,-32,<1 Month,1,0,0.0,20260309,,20260428,20260307
650,938,34,5,60,2025-10-03,2025-11-10,2025-11-10,2025-09-18,SB,SB,,Paid,103392.17,104831.19,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251003,20251110.0,20251110,20250918
651,339,25,11,70,2026-01-19,2026-01-19,2026-02-14,2026-01-15,SB,SB,,Paid,114023.55,115527.81,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260119,20260119.0,20260214,20260115
652,1223,42,6,58,2025-11-08,,2026-01-07,2025-11-01,EDC,Death,Early,Pending,0.0,1163816.88,,1,1,0,0,0,0,0,0,79,>1 Month,1,0,0.0,20251108,,20260107,20251101
653,1812,5,8,48,2025-10-30,,2025-12-01,2025-10-27,EDC,Death,Early,Rejected,0.0,1068580.16,,1,1,0,0,0,1,0,0,0,,0,0,0.0,20251030,,20251201,20251027
654,1940,15,8,48,2026-03-14,2026-04-03,2026-06-12,2026-02-22,EDC,Death,Non-Early,Paid,505263.31,491420.42,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260314,20260403.0,20260612,20260222
655,1493,22,10,56,2025-11-22,2025-12-13,2025-12-31,2025-10-31,Maturity,Maturity,,Paid,336637.13,327835.75,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251122,20251213.0,20251231,20251031
656,110,24,11,70,2025-10-02,2025-10-30,2025-11-22,2025-09-18,Maturity,Maturity,,Paid,121927.46,119047.15,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251002,20251030.0,20251122,20250918
657,1989,6,3,41,2025-10-06,2025-10-06,2025-11-04,2025-09-23,IPP,Maturity,,Paid,299786.33,299038.92,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251006,20251006.0,20251104,20250923
658,856,8,3,75,2026-02-10,,2026-04-07,2026-01-29,IPP,Maturity,,Pending,0.0,561788.36,,1,1,0,0,0,0,0,0,-11,<1 Month,1,1,352795.93,20260210,,20260407,20260129
659,1841,23,4,57,2025-11-26,2025-12-21,2026-03-11,2025-11-15,EDC,Death,Non-Early,Paid,235752.61,232422.64,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251126,20251221.0,20260311,20251115
660,1910,12,12,64,2025-10-08,,2025-10-23,2025-10-04,SB,SB,,Pending,0.0,64848.68,,1,1,0,0,0,0,0,0,155,>1 Month,1,0,0.0,20251008,,20251023,20251004
661,420,19,12,4,2026-01-14,2026-02-15,2026-04-01,2025-12-22,EDC,Death,Non-Early,Paid,303254.52,297580.02,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260114,20260215.0,20260401,20251222
662,231,14,10,54,2025-10-17,,2026-01-10,2025-09-27,EDC,Death,Non-Early,Rejected,0.0,1258250.97,,1,1,0,0,0,1,0,0,0,,0,0,0.0,20251017,,20260110,20250927
663,1188,10,1,11,2025-11-01,2025-11-01,2025-11-26,2025-11-01,IPP,Maturity,,Paid,80036.51,78048.02,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251101,20251101.0,20251126,20251101
664,1440,30,11,19,2026-02-18,2026-03-10,2026-03-23,2026-02-16,Maturity,Maturity,,Paid,128586.32,130999.32,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260218,20260310.0,20260323,20260216
665,1417,28,4,80,2026-03-05,,2026-05-17,2026-02-13,EDC,Death,Non-Early,Pending,0.0,724242.46,,1,1,0,0,0,0,0,0,-51,<1 Month,1,0,0.0,20260305,,20260517,20260213
666,62,3,3,61,2025-11-03,2025-12-12,2025-12-05,2025-10-17,NEDC,Death,Non-Early,Paid,2350488.12,2384850.86,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251103,20251212.0,20251205,20251017
667,1993,15,4,35,2025-12-01,,2026-02-10,2025-11-21,EDC,Death,Early,Repudiated,0.0,833795.18,,1,1,0,0,1,0,0,0,0,,0,0,0.0,20251201,,20260210,20251121
668,1795,12,4,70,2025-12-15,2026-02-03,2026-02-22,2025-12-12,NEDC,Death,Non-Early,Paid,834042.1,855660.48,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251215,20260203.0,20260222,20251212
669,548,8,8,7,2026-01-02,2026-02-08,2026-03-05,2025-12-29,NEDC,Death,Early,Paid,1020879.12,983088.06,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260102,20260208.0,20260305,20251229
670,918,5,12,74,2025-12-12,,2026-01-07,2025-11-21,SB,SB,,Intimation Cancelled,0.0,84197.34,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20251212,,20260107,20251121
671,91,41,5,59,2025-11-23,,2026-01-02,2025-11-11,SB,SB,,Pending,0.0,108627.36,,1,1,0,0,0,0,0,0,84,>1 Month,1,0,0.0,20251123,,20260102,20251111
672,892,20,12,41,2026-01-27,,2026-02-16,2026-01-24,Maturity,Maturity,,Pending,0.0,337856.15,,1,1,0,0,0,0,0,0,39,>1 Month,1,0,0.0,20260127,,20260216,20260124
673,1622,27,3,24,2025-11-28,2025-12-18,2026-01-12,2025-11-20,EDC,Death,Non-Early,Paid,2456246.49,2445142.28,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251128,20251218.0,20260112,20251120
674,1225,22,10,60,2025-12-16,,2026-02-04,2025-11-24,Maturity,Maturity,,Pending,0.0,365311.49,,1,1,0,0,0,0,0,0,51,>1 Month,1,0,0.0,20251216,,20260204,20251124
675,1116,27,6,8,2025-11-11,2025-12-06,2026-02-11,2025-11-03,NEDC,Death,Early,Paid,314551.92,315286.56,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251111,20251206.0,20260211,20251103
676,1310,37,11,78,2026-03-30,2026-04-20,2026-04-17,2026-03-19,Maturity,Maturity,,Paid,159870.62,155512.64,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260330,20260420.0,20260417,20260319
677,823,2,7,75,2026-01-07,,2026-02-03,2025-12-26,Maturity,Maturity,,Intimation Cancelled,0.0,417695.92,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20260107,,20260203,20251226
678,1572,17,9,45,2026-02-27,2026-04-17,2026-04-08,2026-02-14,NEDC,Death,Non-Early,Paid,461201.47,466555.08,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260227,20260417.0,20260408,20260214
679,885,12,4,43,2026-01-15,2026-03-07,2026-03-01,2025-12-25,NEDC,Death,Early,Paid,721377.77,711218.31,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260115,20260307.0,20260301,20251225
680,735,39,4,74,2026-02-14,,2026-03-19,2026-02-07,IPP,Maturity,,Pending,0.0,212558.06,,1,1,0,0,0,0,0,0,8,<1 Month,1,0,0.0,20260214,,20260319,20260207
681,1765,16,10,56,2025-11-21,,2025-12-17,2025-11-20,Maturity,Maturity,,Pending,0.0,154826.61,,1,1,0,0,0,0,0,0,100,>1 Month,1,0,0.0,20251121,,20251217,20251120
682,704,11,2,36,2026-01-13,2026-01-30,2026-02-06,2025-12-26,Maturity,Maturity,,Paid,457959.97,441556.38,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260113,20260130.0,20260206,20251226
683,1107,22,9,70,2025-12-26,,2026-01-10,2025-12-04,Maturity,Maturity,,Pending,0.0,151003.78,,1,1,0,0,0,0,0,0,76,>1 Month,1,1,129851.47,20251226,,20260110,20251204
684,1744,29,6,34,2026-02-25,2026-03-19,2026-03-27,2026-02-19,SB,SB,,Paid,23220.62,22412.7,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260225,20260319.0,20260327,20260219
685,1672,14,4,74,2026-02-14,,2026-03-14,2026-02-04,SB,SB,,Pending,0.0,51044.82,,1,1,0,0,0,0,0,0,13,<1 Month,1,0,0.0,20260214,,20260314,20260204
686,812,36,7,34,2025-12-21,,2026-03-24,2025-12-01,NEDC,Death,Early,Intimation Cancelled,0.0,1076019.2,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20251221,,20260324,20251201
687,1115,2,11,44,2026-02-23,2026-04-16,2026-03-31,2026-02-11,EDC,Death,Early,Paid,813283.51,784730.19,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260223,20260416.0,20260331,20260211
688,1128,33,8,71,2026-03-12,2026-03-22,2026-05-05,2026-03-09,Maturity,Maturity,,Paid,214494.8,208773.21,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260312,20260322.0,20260505,20260309
689,465,22,2,6,2025-11-30,2026-01-08,2026-01-08,2025-11-09,IPP,Maturity,,Paid,279386.33,271505.93,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251130,20260108.0,20260108,20251109
690,667,24,7,61,2025-12-07,,2026-01-18,2025-11-13,SB,SB,,Pending,0.0,91311.79,,1,1,0,0,0,0,0,0,68,>1 Month,1,0,0.0,20251207,,20260118,20251113
691,1124,26,4,80,2025-12-13,2026-01-24,2026-01-09,2025-12-08,SB,SB,,Paid,397835.61,392555.98,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251213,20260124.0,20260109,20251208
692,1679,7,8,80,2025-10-03,2025-11-14,2025-10-19,2025-09-17,Maturity,Maturity,,Paid,201383.39,205927.76,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251003,20251114.0,20251019,20250917
693,1536,34,4,23,2025-10-05,2025-10-25,2025-11-28,2025-10-01,Maturity,Maturity,,Paid,169012.72,166538.73,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251005,20251025.0,20251128,20251001
694,1319,22,5,9,2026-03-26,,2026-04-25,2026-03-06,Maturity,Maturity,,Pending,0.0,118833.1,,1,1,0,0,0,0,0,0,-29,<1 Month,1,1,112155.35,20260326,,20260425,20260306
695,1834,9,7,55,2026-01-06,,2026-02-18,2025-12-24,SB,SB,,Pending,0.0,40532.31,,1,1,0,0,0,0,0,0,37,>1 Month,1,0,0.0,20260106,,20260218,20251224
696,1830,6,9,62,2025-12-26,2026-01-26,2026-02-07,2025-12-15,SB,SB,,Paid,126436.08,126228.83,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251226,20260126.0,20260207,20251215
697,221,36,3,79,2026-03-31,,2026-05-15,2026-03-13,Maturity,Maturity,,Pending,0.0,289175.9,,1,1,0,0,0,0,0,0,-49,<1 Month,1,1,166139.47,20260331,,20260515,20260313
698,628,40,9,61,2025-11-19,,2026-02-21,2025-11-14,NEDC,Death,Non-Early,Pending,0.0,1432695.74,,1,1,0,0,0,0,0,0,34,>1 Month,1,0,0.0,20251119,,20260221,20251114
699,1110,11,8,56,2026-03-13,,2026-05-10,2026-03-09,Maturity,Maturity,,Cancelled,0.0,278132.81,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20260313,,20260510,20260309
700,392,35,4,55,2025-11-10,2026-01-03,2025-12-21,2025-10-30,EDC,Death,Non-Early,Paid,663812.93,680468.63,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251110,20260103.0,20251221,20251030
701,381,23,8,80,2025-12-16,,2026-01-29,2025-11-25,SB,SB,,Pending,0.0,102292.26,,1,1,0,0,0,0,0,0,57,>1 Month,1,0,0.0,20251216,,20260129,20251125
702,138,18,1,24,2026-01-02,,2026-03-15,2025-12-09,EDC,Death,Non-Early,Repudiated,0.0,823429.98,,1,1,0,0,1,0,0,0,0,,0,0,0.0,20260102,,20260315,20251209
703,1355,24,9,62,2025-10-13,,2025-12-04,2025-10-12,Maturity,Maturity,,Pending,0.0,137425.51,,1,1,0,0,0,0,0,0,113,>1 Month,1,1,87044.78,20251013,,20251204,20251012
704,615,14,9,5,2026-03-16,2026-04-10,2026-05-05,2026-03-11,Maturity,Maturity,,Paid,175424.81,169844.75,FY2026-27,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260316,20260410.0,20260505,20260311
705,623,10,1,20,2026-01-05,2026-02-13,2026-02-08,2025-12-20,IPP,Maturity,,Paid,190581.22,183399.21,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260105,20260213.0,20260208,20251220
706,1216,10,12,57,2026-01-25,2026-03-28,2026-03-13,2026-01-21,NEDC,Death,Early,Paid,805954.61,797661.13,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260125,20260328.0,20260313,20260121
707,720,21,8,74,2025-10-07,,2025-12-05,2025-09-17,NEDC,Death,Non-Early,Pending,0.0,1366179.24,,1,1,0,0,0,0,0,0,112,>1 Month,1,0,0.0,20251007,,20251205,20250917
708,1577,25,7,78,2026-02-27,,2026-06-05,2026-02-24,NEDC,Death,Non-Early,Intimation Cancelled,0.0,301508.28,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20260227,,20260605,20260224
709,779,18,10,71,2025-11-20,2025-12-29,2026-01-10,2025-11-11,NEDC,Death,Early,Paid,196693.57,199093.45,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251120,20251229.0,20260110,20251111
710,1114,38,1,17,2025-12-26,2026-01-28,2026-01-28,2025-12-23,EDC,Death,Early,Paid,729374.93,711820.72,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251226,20260128.0,20260128,20251223
711,1535,34,11,78,2026-02-05,2026-03-12,2026-04-25,2026-01-15,NEDC,Death,Early,Paid,259236.08,257663.71,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260205,20260312.0,20260425,20260115
712,1132,10,12,39,2025-10-05,,2025-10-24,2025-09-26,SB,SB,,Pending,0.0,294782.05,,1,1,0,0,0,0,0,0,154,>1 Month,1,0,0.0,20251005,,20251024,20250926
713,444,30,1,48,2025-12-29,2026-02-06,2026-02-09,2025-12-06,Maturity,Maturity,,Paid,208515.57,204703.43,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251229,20260206.0,20260209,20251206
714,263,8,10,70,2025-10-26,,2025-11-13,2025-10-07,Maturity,Maturity,,Pending,0.0,268666.59,,1,1,0,0,0,0,0,0,134,>1 Month,1,1,243027.81,20251026,,20251113,20251007
715,58,37,5,57,2025-10-05,2025-10-05,2025-11-27,2025-10-01,SB,SB,,Paid,13339.56,13654.43,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251005,20251005.0,20251127,20251001
716,1029,32,9,68,2025-12-24,,2026-03-15,2025-12-21,NEDC,Death,Non-Early,Pending,0.0,367573.44,,1,1,0,0,0,0,0,0,12,<1 Month,1,0,0.0,20251224,,20260315,20251221
717,1098,11,2,47,2025-11-29,2025-12-24,2025-12-27,2025-11-14,Maturity,Maturity,,Paid,116849.88,112355.79,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251129,20251224.0,20251227,20251114
